TF	n_libraries_supported	best_adjusted_p	best_combined_score	supporting_libraries	best_term	aggregate_score
SREBF1	1	0.270991534529903	10.321566994169176	TRRUST_Transcription_Factors_2019	SREBF1 mouse	0.5670442757838017
VDR	1	0.32440135084951843	9.458427840392071	ChEA_2022	VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	1.0209166070483386
DPY	1	0.32863818309197185	3.7872322622840375	ChEA_2022	DPY 21335234 ChIP-Seq ESCs Mouse	0.483281979115289
SRY	1	0.331922973364854	3.407897100955652	ChEA_2022	SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	0.47896268775318274
ELK4	1	0.332571799517043	5.45533748641789	ChEA_2022	ELK4 26923725 Chip-Seq MESODERM Mouse	0.4781145796305618
TBX4	1	0.349719576279007	6.171019960005199	ChEA_2022	TBX4 33478486 ChIP-Seq IMR90 Human Lung	0.45628005647545755
EOMES	1	0.38674547162815115	3.79995220887519	ChEA_2022	EOMES 21245162 ChIP-Seq HESCs Human	0.412576394119071
ERA	1	0.3883754680918954	3.7738470099583203	ChEA_2022	ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	0.41074984170142037
NEUROD2	1	0.39327739348994456	3.2750644751715847	ChEA_2022	NEUROD2 26341353 ChIP-Seq CORTEX Mouse	0.405301017141599
SMAD1	1	0.39394348259180284	3.2597673256207633	ChEA_2022	SMAD1 18555785 Chip-Seq ESCs Mouse	0.47374383867937925
TBX2	1	0.3961968365650067	3.118595475700042	ChEA_2022	TBX2 33478486 ChIP-Seq IMR90 Human Lung	0.7485977732849153
OCT4	1	0.3961968365650067	3.1918385738974346	ChEA_2022	OCT4 18555785 Chip-Seq ESCs Mouse	0.6230155355431569
ZNF274	1	0.3961968365650067	5.23461189108249	ChEA_2022	ZNF274 21170338 ChIP-Seq K562 Hela	0.40208899640940066
ESRRB	1	0.3976529166011403	3.1621187900826127	ChEA_2022	ESRRB 18555785 Chip-Seq ESCs Mouse	0.4004974592502174
NMYC	1	0.4144036602290585	3.060326610889973	ChEA_2022	NMYC 18555785 Chip-Seq ESCs Mouse	0.38257641733072295
CDX2	1	0.41782266536662244	3.031867083023545	ChEA_2022	CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse	0.6267084465746771
SP3	1	0.4367929192367535	2.627098856469418	TRRUST_Transcription_Factors_2019	SP3 mouse	0.3597244105078308
HOXD13	1	0.4516052609261089	5.59331833808979	ChEA_2022	HOXD13 18407260 ChIP-ChIP DEVELOPING-LIMBS Mouse	0.34524100745151937
SREBP1	1	0.4576678510442238	3.3802448574791453	ChEA_2022	SREBP1 19666523 ChIP-Seq LIVER Mouse	0.33944959359076166
PHF8	1	0.4718512194882269	2.6360591394584816	ChEA_2022	PHF8 20622853 ChIP-Seq HELA Human	0.3261965495910894
NFE2	1	0.4718512194882269	3.0520257054655655	ChEA_2022	NFE2 27457419 Chip-Seq LIVER Mouse	0.32619491819025664
SP1	1	0.4726005345521603	1.400366653740391	TRRUST_Transcription_Factors_2019	SP1 mouse	0.36705578927250176
THRA	1	0.4794249704570709	5.033012105126492	ChEA_2022	THRA 23701648 ChIP-Seq CEREBELLUM Mouse	0.3192793498407519
RCOR1	1	0.518498908144799	2.567467502953799	ChEA_2022	RCOR1 19997604 ChIP-ChIP NEURONS Mouse	0.28525215381146496
